Se	186	34	Se	82	Se-82	9.1	Br-83	2.39	h			b	n	0.044		0.08	2.39	2.39 h	0.373333333			
Br	187	35	Br	79	Br-79	50.69	Br-80m*	4.42	h	m*	100	act	n	2.4		35.7	4.42	4.42 h				
Br	188	35	Br	79	Br-79	50.69	Br-80	18	m	g		act	n	8.6		95.7	0.3	18.0 m				
Br	189	35	Br	79	Br-79	50.69	As-76	26.4	h			"n,a"	y	0.00002			26.4	26.40 h		60.8	216.1	"IAEA156, fission averaged"
Br	190	35	Br	79	Br-79	50.69	As-77	38.8	h			2n	n	0.00002			38.8	38.80 h	26.4	60.8	216.1	produced via As-76
Br	191	35	Br	81	Br-81	49.31	Br-82m+	6.1	m	m+	97.6	act	n	2.43		41.3	0.101666667	6.10 m		18.09	90.46	
Br	192	35	Br	81	Br-81	49.31	Br-82	35.34	h	g		act	n	2.7		50.2	35.34	35.3 h		18.09	90.46	s for 6m isomer added to ground state
Br	193	35	Br	81	Br-81	49.31	Br-83	2.39	h			2n	n	2.7		50.2	2.39	2.4 h	35.34	18.09	90.46	
Br	194	35	Br	81	Br-81	49.31	Se-81m*	57.3	m			"n,p"	y	0.0000145			0.955	57.30 m				"IAEA156, fission averaged"
Kr	195	36	Kr	78	Kr-78	0.35	Kr-79m+	50	s	m+	100	act	n	0.17			0.013888889	50.0 s				
Kr	196	36	Kr	78	Kr-78	0.35	Kr-79	34.9	h	g		act	n	6.2		20	34.9	34.9 h				s for 50s isomer added to ground state
Kr	197	36	Kr	80	Kr-80	2.25	Kr-81m+	13.3	s	m+	100	act	n	4.55			0.003694444	13.3 s				
Kr	198	36	Kr	80	Kr-80	2.25	Kr-81	210000	y	g		act	n	11.5		56	1839600000	0.21My				s for 13s isomer added to ground state
Kr	199	36	Kr	82	Kr-82	11.6	Kr-83m	1.83	h	m	100	act	n	14			1.83	1.83 h				
Kr	200	36	Kr	84	Kr-84	57	Kr-85m+	4.48	h	m+	21.2	act	n	0.09		2.4	4.48	4.48 h				
Kr	201	36	Kr	84	Kr-84	57	Kr-85	10.76	y	g		act	n	0.0589		1.3	94257.6	10.76 y		1.66	1.8	21% of s for 4.4h isomer added to ground state
Kr	202	36	Kr	86	Kr-86	17.3	Kr-87	76.3	m			act	n	0.003		0.1	1.271666667	76.3 m		12600	270	IAEA273: max burnup cross-sections
Kr	203	36	Kr	86	Kr-86	17.3	Kr-88	2.84	h			2n	n	0.003		0.1	2.84	2.8 h	1.271666667	12600	270	
Rb	204	37	Rb	85	Rb-85	72.17	Rb-84	32.9	d			"n,2n"	y	0.0002			789.6	32.9 d		12		"IAEA156, fission averaged"
Rb	205	37	Rb	85	Rb-85	72.17	Rb-86m+	1.02	m	m+	100	act	n	0.053		1.74	0.017	1.02 m		4.92	33	
Rb	206	37	Rb	85	Rb-85	72.17	Rb-86	18.7	d	g		act	n	0.48		5.5	448.8	18.7 d		4.92	33	s for 1m isomer added to ground state
Rb	207	37	Rb	87	Rb-87	27.83	Rb-88	17.8	m			act	n	0.12		2.2	0.296666667	17.8 m		1		
Rb	208	37	Rb	87	Rb-87	27.83	Rb-89*	15.2	m			2n	n	0.12		2.2	0.253333333	15.2 m	0.296666667	1		decays to Sr-89 (not calculated)
Sr	209	38	Sr	84	Sr-84	0.56	Sr-85m+	67.7	m	m+	87	act	n	0.6		4.59	1.128333333	67.7 m				
Sr	210	38	Sr	84	Sr-84	0.56	Sr-85	64.9	d	g		act	n	0.87		10.6	1557.6	64.9 d				87% of s for 67m isomer added to ground state
Sr	211	38	Sr	86	Sr-86	9.9	Sr-87m	2.81	h	m	99.7	act	n	0.84		4.79	2.81	2.81 h				
Sr	212	38	Sr	87	Sr-87	7	Sr-87m	2.81	h			"n,n'"	y	0.112			2.81	2.81 h				"IAEA156, fission averaged [max. cross-section]"
Sr	213	38	Sr	88	Sr-88	82.6	Sr-87m	2.81	h			"n,2n"	y	0.01			2.81	2.81 h				"IAEA156, fission averaged [max. cross-section]"
Sr	214	38	Sr	88	Sr-88	82.6	Sr-89	50.5	d			act	n	0.0058		0.06	1212	50.5 d		0.42	0.56	"IAEA273 value (.058) is in error, should be .0058"
Sr	215	38	Sr	88	Sr-88	82.6	Sr-90	29	y			2n	n	0.0058		0.06	254040	29.0 y	1212	0.42	0.56	
Sr	216	38	Sr	88	Sr-88	82.6	Rb-88	15.2	m			"n,p"	y	0.00001			0.253333333	15.2 m		1		"IAEA156, fission averaged"
Y	217	39	Y	89	Y-89	100	Y-88	106.61	d			"n,2n"	y	0.000156			2558.64	106.6 d				"IAEA156, fission averaged"
Y	218	39	Y	89	Y-89	100	Y-89m	15.7	s			"n,n'"	y	0.128			0.004361111	15.7 s				"IAEA156, fission averaged"
Y	219	39	Y	89	Y-89	100	Y-90m+	3.19	h	m+	99	act	n	0.001			3.19	3.19 h		6.5	3	
Y	220	39	Y	89	Y-89	100	Y-90	64.1	h	g		act	n	1.28		0.85	64.1	64.1 h		6.5	3	s for 3h isomer added to ground state
Y	221	39	Y	89	Y-89	100	Y-91	58.5	d			2n	n	1.28		0.85	1404	58.5 d	64.1	6.5	3	
Y	222	39	Y	89	Y-89	100	Sr-89	50.5	d			"n,p"	y	0.00031			1212	50.5 d		0.42	0.56	"IAEA156, fission averaged"
Y	223	39	Y	89	Y-89	100	Sr-90	29	y			2n	n	0.00031			254040	29.0 y	1212	0.42	0.56	produced via Sr-89
Y	224	39	Y	89	Y-89	100	Rb-86	18.7	d			"n,a"	y	0.000002			448.8	18.7 d		4.92	33	"IAEA156, fission averaged"
Zr	225	40	Zr	90	Zr-90	51.45	Zr-89	78.4	h			"n,2n"	y	0.000076			78.4	78.4 h				"IAEA156, fission averaged"
Zr	226	40	Zr	90	Zr-90	51.45	Y-90	64.1	h			"n,p"	y	0.00018			64.1	64.1 h		6.5	3	"IAEA156, fission averaged"
Zr	227	40	Zr	90	Zr-90	51.45	Y-91	58.5	d			2n	n	0.00018			1404	58.5 d	64.1	6.5	3	produced via Y-90
Zr	228	40	Zr	92	Zr-92	17.1	Zr-93	1500000	y			act	n	0.22		0.63	13140000000	1.5 My		2.6	20	
Zr	229	40	Zr	92	Zr-92	17.1	Sr-89	50.5	d			"n,a"	y	0.000014			1212	50.5 d		0.42	0.56	"IAEA156, fission averaged"
Zr	230	40	Zr	92	Zr-92	17.1	Sr-90s	29	y			2n	n	0.000014			254040	29.0 y	1212	0.42	0.56	produced via Sr-89
Zr	231	40	Zr	94	Zr-94	17.5	Zr-95s	64	d	s		act	n	0.0499		0.3	1536	64.0 d		0.49	6.5	
Zr	232	40	Zr	96	Zr-96	2.8	Zr-97s	16.8	h	s		act	n	0.023		5.6	16.8	16.8 h		0.202	1.55	2n addition results in 2 nuclides with t1/2's of <30 sec
Nb	233	41	Nb	93	Nb-93	100	Nb-92mt	10.13	d			"n,2n"	y	0.00048			243.12	10.1 d				"IAEA156, fission averaged"
Nb	234	41	Nb	93	Nb-93	100	Nb-92	37000000	y			b	y	0.00048			3.2412E+11	37.00My	243.12			"IAEA156, fission averaged [as produced via isomer decay]"
Nb	235	41	Nb	93	Nb-93	100	Nb-94m+	6.2	m	m+	99.5	act	n	1.15		8.2	0.103333333	6.20 m				assigned m+g barns to both states
Nb	236	41	Nb	93	Nb-93	100	Nb-94	20000	y	g		act	n	1.15		8.2	175200000	20000y				assigned m+g barns to both states
Nb	237	41	Nb	93	Nb-93	100	Nb-93m	14.6	y	m		"n,n'"	y	0.164			127896	14.6 y				NBSIR 85-3151
Nb	238	41	Nb	93	Nb-93	100	Y-90	64.1	h			"n,a"	y	0.0000707			64.1	64.1 h		6.5	3	"IAEA156, fission averaged"
Mo	239	42	Mo	92	Mo-92	14.8	Mo-93m+	6.9	h	m+	99.8	act	n	0.019		0.81	6.9	6.90 h				assigned m+g barns to both states
Mo	240	42	Mo	92	Mo-92	14.8	Mo-93	3500	y	g		act	n	0.019		0.81	30660000	3500 y				assigned m+g barns to both states
Mo	241	42	Mo	92	Mo-92	14.8	Nb-92mt	10.13	d			"n,p"	y	0.007			243.12	10.13 d				"IAEA156, fission averaged"
Mo	242	42	Mo	92	Mo-92	14.8	Nb-92	37000000	y			b	y	0.007			3.2412E+11	37.00My	243.12			"IAEA156, fission averaged"
Mo	243	42	Mo	92	Mo-92	14.8	Zr-89	78.4	h			"n,a"	y	0.00004			78.4	78.40 h				"IAEA156, fission averaged"
Mo	244	42	Mo	95	Mo-95	15.92	Nb-95	34.98	d			"n,p"	y	0.00014			839.52	34.98 d		7	24	"IAEA156, fission averaged"
Mo	245	42	Mo	95	Mo-95	15.92	Nb-96	23.4	h			2n	n	0.00014			23.4	23.40 h	839.52	7	24	produced via Nb-95
Mo	246	42	Mo	96	Mo-96	23.4	Nb-96	23.4	h			"n,p"	y	0.00023			23.4	23.40 h				"IAEA156, fission averaged"
Mo	247	42	Mo	98	Mo-98	24.4	Mo-99st	66	h	st		act	n	0.13		7.3	66	66.00 h		1.733	26	
Mo	248	42	Mo	98	Mo-98	24.4	Tc-99	210000	y			b	n	0.13		7.3	1839600000	0.21 My	66	20	230	2n addition results in 16 sec product. Burnup not calculated.
Mo	249	42	Mo	98	Mo-98	24.4	Zr-95	64	d			"n,a"	y	0.0000139			1536	64.00 d		0.49	6.5	"IAEA156, fission averaged"
Mo	250	42	Mo	100	Mo-100	9.6	Mo-101s	14.6	m	s		act	n	0.199		4.2	0.243333333	14.6 m				"daughter is = t1/2, only quasi-equilibrium"
Tc	251	43	Tc	98	Tc-98	100	Tc-99m+	6	h	m+	99	act	n	0.93			6	6.00 h		1.62	26.7	
Tc	252	43	Tc	98	Tc-98	100	Tc-99	210000	y	g		act	n	2.6			1839600000	0.21My		20	230	s for 6h isomer added to ground state
Ru	253	44	Ru	96	Ru-96	5.5	Ru-97t	2.9	d	t		act	n	0.29		5.8	69.6	2.90 d				
Ru	254	44	Ru	96	Ru-96	5.5	Tc-97	2600000	y			b	n	0.29		5.8	22776000000	3 My	69.6			
Ru	255	44	Ru	102	Ru-102	31.6	Ru-103	39.35	d			act	n	1.21		4.6	944.4	39.4 d		7.71	60	
Ru	256	44	Ru	104	Ru-104	18.6	Ru-105t	4.44	h	t		act	n	0.32		5.2	4.44	4.44 h		0.39	6.4	Ru106 2n product not calculated
Ru	257	44	Ru	104	Ru-104	18.6	Rh-105	35.4	h			b	n	0.32		5.2	35.4	35.4 h	4.44	5000		WARNING!: Large burnup cross-section (5000 b).  Burnup not calculated.
Rh	258	45	Rh	103	Rh-103	100	Rh-103m	56.12	m			"n,n'"	y	0.533			0.935333333	56.12 m				"IAEA156, fission averaged"
Rh	259	45	Rh	103	Rh-103	100	Rh-104m	4.4	m	m	99.8	act	n	10		83	0.073333333	4.40 m		800		
Rh	260	45	Rh	103	Rh-103	100	Rh-105	35.4	h			2n	n	10		83	35.4	35.40 h	0.073333333	800		
Rh	261	45	Rh	103	Rh-103	100	Rh-104	42	s	g		act	n	135		993	0.011666667	42.0 s		800		
Rh	262	45	Rh	103	Rh-103	100	Rh-105	35.4	h			2n	n	10		83	35.4	35.40 h	0.011666667	800		
Rh	263	45	Rh	103	Rh-103	100	Ru-103	39.35	d			"n,p"	y	0.000107			944.4	39.4 d		7.71	60	"IAEA156, fission averaged"
Pd	264	46	Pd	102	Pd-102	1	Pd-103	17	d			act	n	3.4		10	408	17.0 d				
Pd	265	46	Pd	106	Pd-106	27.3	Pd-107m+	21.3	s	m+	100	act	n	0.013			0.005916667	21.3 s		1.8	77	
Pd	266	46	Pd	106	Pd-106	27.3	Pd-107	6500000	y	g		act	n	0.305		5.9	56940000000	6.5 My		1.8	77	s for 21s isomer added to ground state
Pd	267	46	Pd	108	Pd-108	26.7	Pd-109m+	4.69	m	m+	100	act	n	0.183		2.26	0.078166667	4.69 m		5.24	60.6	
Pd	268	46	Pd	108	Pd-108	26.7	Pd-109	13.46	h	g		act	n	8.483		227	13.46	13.5 h		5.24	60.6	s for 4m isomer added to ground state
Pd	269	46	Pd	110	Pd-110	11.8	Pd-111m*	5.5	h	m*	71	act	n	0.037		0.6	5.5	5.50 h				
Pd	270	46	Pd	110	Pd-110	11.8	Pd-111t	22	m	t		act	n	0.19		4.5	0.366666667	22.0 m				
Pd	271	46	Pd	110	Pd-110	11.8	Ag-111	7.47	d			b	n	0.227		5.1	179.28	7.47 d	0.366666667	3	105	"m+g s, burnup not calculated"
Ag	272	47	Ag	107	Ag-107	51.83	Ag-106ms	8.5	d			"n,2n"	y	0.00046			204	8.50 d				"IAEA156, fission averaged"
Ag	273	47	Ag	107	Ag-107	51.83	Ag-108m*	127	y	m*	8.5	act	n	0.33		1.26	1112520	127 y				
Ag	274	47	Ag	107	Ag-107	51.83	Ag-108	2.41	m	g		act	n	37.27		93.74	0.040166667	2.41 m				
Ag	275	47	Ag	109	Ag-109	48.17	Ag-110m*	250.4	d	m*	1.5	act	n	4.7	1.0048	72.8	6009.6	250 d		82	41.3	
Ag	276	47	Ag	109	Ag-109	48.17	Ag-110	24.6	s	g		act	n	86.3		1377.2	0.006833333	24.6 s		82	41.3	
Ag	277	47	Ag	109	Ag-109	48.17	Ag-111	7.47	d			2n	n	86.3		1377.2	179.28	7.5 d	0.006833333	82	41.3	
Ag	278	47	Ag	109	Ag-109	48.17	Pd-109	13.46	h			"n,p"	y	0.00006			13.46	13.46 h		5.24	60.6	"IAEA156, fission averaged"
Cd	279	48	Cd	106	Cd-106	1.2	Cd-107	6.5	h			act	n	1		4	6.5	6.50 h				
Cd	280	48	Cd	106	Cd-106	1.2	Ag-106	24	m			"n,p"	y	0.0033			0.4	24.00 m				"IAEA156, fission averaged"
Cd	281	48	Cd	108	Cd-108	0.9	Cd-109	453	d			act	n	1.1		11	10872	453 d		700		
Cd	282	48	Cd	110	Cd-110	12.4	Cd-111m	49	m	m	100	act	n	0.14		2.5	0.816666667	49.0 m				
Cd	283	48	Cd	110	Cd-110	12.4	Ag-110	24.6	s			"n,p"	y	0.0033			0.006833333	24.6 s		82	41.3	"IAEA156, fission averaged"
Cd	284	48	Cd	110	Cd-110	12.4	Ag-111	7.47	d			2n	n	0.0033			179.28	7.5 d	0.006833333	82	41.3	produced via Ag-110
Cd	285	48	Cd	111	Cd-111	12.8	Cd-111m	49	m			"n,n'"	y	0.288			0.816666667	49.00 m				"IAEA156, fission averaged"
Cd	286	48	Cd	112	Cd-112	24	Cd-111m	49	m			"n,2n"	y	0.00042			0.816666667	49.00 m				"IAEA156, fission averaged"
Cd	287	48	Cd	112	Cd-112	24	Cd-113m	14.6	y	m	0.1	act	n	2.2		13.5	127896	14.6 y				assigned m+g barns to both states
Cd	288	48	Cd	112	Cd-112	24	Cd-113	9E+15	y	g		act	n	2.2		13.5	7.884E+19	9000 Ty		20600	388	assigned m+g barns to both states
Cd	289	48	Cd	114	Cd-114	28.8	Cd-115ms	44.8	d	ms	0	act	n	0.036		3.1	1075.2	44.8 d		31.2	195.9	
Cd	290	48	Cd	114	Cd-114	28.8	Cd-115s	53.38	h	gs		act	n	0.3		19.9	53.38	53.38 h		5.43	79.9	
Cd	291	48	Cd	116	Cd-116	7.6	Cd-117ms	3.31	h	ms	0	act	n	0.025		0.422	3.31	3.31 h				
Cd	292	48	Cd	116	Cd-116	7.6	Cd-117s	2.42	h	gs		act	n	0.05		0.928	2.42	2.42 h				
In	293	49	In	113	In-113	4.3	In-114m2+	0.042	s	m2+	100	act	n	3.1			1.16667E-05	0.042 s				
In	294	49	In	113	In-113	4.3	In-114m1*	49.5	d	m1*		act	n	8.1		220	1188	49.5 d				"s for 42ms isomer added to m1 state, also m1 is in secular equil w/g state"
In	295	49	In	113	In-113	4.3	In-114	71.9	s	g		act	n	3.9		90	0.019972222	71.9 s				
In	296	49	In	115	In-115	95.7	In-116m2+	2.2	s	m2+	100	act	n	81			0.000611111	2.20 s				
In	297	49	In	115	In-115	95.7	In-116m1	54	m	m1		act	n	162.3		2605	0.9	54.0 m				s for 2s isomer added to m1 state
In	298	49	In	115	In-115	95.7	In-116	14	s	g		act	n	40		655	0.003888889	14.0 s				
In	299	49	In	115	In-115	95.7	In-115m	4.36	h	m		"n,n'"	y	0.19			4.36	4.36 h				NBSIR  85-3151
Sn	300	50	Sn	112	Sn-112	1	Sn-113m+	20	m	m+	91	act	n	0.3			0.333333333	20.0 m				
Sn	301	50	Sn	112	Sn-112	1	Sn-113	115	d	g		act	n	0.98		34	2760	115 d				91% of s for 20m isomer added to ground state
Sn	302	50	Sn	116	Sn-116	14.4	Sn-117m	14	d	m	100	act	n	0.006	 	0.49	336	14.0 d				
Sn	303	50	Sn	118	Sn-118	24.1	Sn-119m	245	d	m	100	act	n	0.01		1.26	5880	245 d				
Sn	304	50	Sn	120	Sn-120	32.8	Sn-121m	55	y	m	0	act	n	0.001			481800	55.0 y		5.77	26.29	
Sn	305	50	Sn	120	Sn-120	32.8	Sn-121	27	h	g		act	n	0.14		1.25	27	27.0 h		5.77	26.29	
Sn	306	50	Sn	122	Sn-122	4.7	Sn-123m	40.1	m	m	0	act	n	0.001			0.668333333	40.1 m		0.033	2.53	
Sn	307	50	Sn	122	Sn-122	4.7	Sn-123	129.2	d	g		act	n	0.18		0.84	3100.8	129 d		0.033	2.53	
Sn	308	50	Sn	124	Sn-124	5.8	Sn-125t	9.64	d	t		act	n	0.004		0.032	231.36	9.64 d		0.55	14.26	
Sn	309	50	Sn	124	Sn-124	5.8	Sn-125m	9.5	m	m	0	act	n	0.13		8.5	0.158333333	9.50 m		0.55	14.26	
Sn	310	50	Sn	124	Sn-124	5.8	Sb-125	2.76	y			b	n	0.134		8.532	24177.6	2.76 y	0.158333333			"both m&g go to Sb-125, use m t1/2 (major contributor)"
Sn	311	50	Sn	124	Sn-124	5.8	Sn-126	100000	y		0	2n	n	0.13		8.5	876000000	100000 y	0.158333333	0.55	14.26	
Sb	312	51	Sb	121	Sb-121	57.3	Sb-122m+	4.2	m	m+	100	act	n	0.06		13	0.07	4.20 m		21.5	159	
Sb	313	51	Sb	121	Sb-121	57.3	Sb-122	2.7	d	g		act	n	5.9		202	64.8	2.70 d		21.5	159	s for 4m isomer added to ground state
Sb	314	51	Sb	123	Sb-123	42.7	Sb-124m2*	20	m	m2*	100	act	n	0.019			0.333333333	20.0 m				
Sb	315	51	Sb	123	Sb-123	42.7	Sb-124m1+	1.6	m	m1+	80	act	n	0.037			0.026666667	1.60 m				
Sb	316	51	Sb	123	Sb-123	42.7	Sb-124	60.3	d	g		act	n	4.145		128	1447.2	60.3 d		17.4	22.83	80% of s for both isomer added to ground state
Sb	317	51	Sb	123	Sb-123	42.7	Sb-125	2.76	y			2n	n	4.145		128	24177.6	2.8 y	1447.2	17.4	22.83	
Te	318	52	Te	120	Te-120	0.09	Te-121m*	154	d	m*	90.2	act	n	0.34			3696	154 d				
Te	319	52	Te	120	Te-120	0.09	Te-121	16.8	d	g		act	n	2			403.2	16.8 d				
Te	320	52	Te	122	Te-122	2.4	Te-123m*	119.7	d	m*	100	act	n	1.1			2872.8	119.7 d		42.89	273.1	
Te	321	52	Te	122	Te-122	2.4	Te-123	1.2E+13	y	g		act	n	2.3			1.0512E+17	12 Ty		418	5547	
Te	322	52	Te	124	Te-124	4.6	Te-125m	58	d	m	100	act	n	0.04			1392	58.0 d		11.09	78.85	
Te	323	52	Te	126	Te-126	18.7	Te-127m*	109	d	m*	97.6	act	n	0.135		1.04	2616	109 d		3380	1140	
Te	324	52	Te	126	Te-126	18.7	Te-127	9.35	h	g		act	n	0.9	 	8.56	9.35	9.35 h		2.76	48.2	
Te	325	52	Te	128	Te-128	31.8	Te-129ms	33.6	d	ms	63.4	act	n	0.015		0.0774	806.4	33.6 d		1.11	20.51	
Te	326	52	Te	128	Te-128	31.8	Te-129t	69.6	m	t		act	n	0.1997		1.54	1.16	69.6 m		0.37	7.41	
Te	327	52	Te	128	Te-128	31.8	I-129	16000000	y			b	n	0.1997		1.54	1.4016E+11	16 My	1.16	27	37	"use g s, m is a minor contributor.  Burnup not calculated"
Te	328	52	Te	130	Te-130	34.5	Te-131m	30	h	m	18	act	n	0.02		0.0485	30	30.0 h		0.11	0.16	
Te	329	52	Te	130	Te-130	34.5	Te-132	78.2	h			2n	n	0.27		0.446	78.2	78.2 h	30	0.04	0.05	
Te	330	52	Te	130	Te-130	34.5	Te-131t	25	m	t		act	n	0.27		0.446	0.416666667	25.0 m		0.04	0.05	2n prod calculated for both isomer and ground state since the larger producer is time dependent
Te	331	52	Te	130	Te-130	34.5	I-131	8.04	d			b	n	0.27		0.446	192.96	8.04 d	0.416666667	0.7	8.5	burnup not calculated.
Te	332	52	Te	130	Te-130	34.5	Te-132	78.2	h			2n	n	0.27		0.446	78.2	78.2 h	0.416666667	0.04	0.05	
I	333	53	I	127	I-127	100	I-126	13	d			"n,2n"	y	0.0009			312	13.00 d		5960	40600	"IAEA156, fission averaged"
I	334	53	I	127	I-127	100	I-128	24.99	m			act	n	6.2		148	0.4165	25.0 m				
I	335	53	I	127	I-127	100	Te-127m*	109	d			"n,p"	y	0.0000128			2616	109.00 d		3380	1140	"IAEA156, fission averaged"
I	336	53	I	127	I-127	100	Te-127	9.5	h			"n,p"	y	0.0000088			9.5	9.5 h		2.76	48.2	"IAEA156, fission averaged"
Xe	337	54	Xe	124	Xe-124	0.096	Xe-125m+	55	s	m+	100	act	n	28		600	0.015277778	55.0 s				
Xe	338	54	Xe	124	Xe-124	0.096	Xe-125t	16.8	h	t		act	n	165		3145	16.8	16.8 h				s for 55s isomer added to ground state
Xe	339	54	Xe	124	Xe-124	0.096	I-125	59.9	d			b	n	165		3145	1437.6	59.9 d	16.8	894	13730	burnup not calculated
Xe	340	54	Xe	126	Xe-126	0.09	Xe-127m+	75	s	m+	100	act	n	0.45		8	0.020833333	75.0 s				
Xe	341	54	Xe	126	Xe-126	0.09	Xe-127	36.41	d	g		act	n	3.5		50	873.84	36.4 d				s for 75s isomer added to ground state
Xe	342	54	Xe	128	Xe-128	1.919	Xe-129m	8.9	d	m	100	act	n	0.48		20	213.6	8.90 d				
Xe	343	54	Xe	130	Xe-130	4.08	Xe-131m	11.8	d	m	100	act	n	0.45		1.17	283.2	11.8 d				
Xe	344	54	Xe	132	Xe-132	26.89	Xe-133m+	2.26	d	m+	100	act	n	0.05		0.9	54.24	2.26 d				
Xe	345	54	Xe	132	Xe-132	26.89	Xe-133	5.72	d	g		act	n	0.45	 	4.6	137.28	5.72 d		190	356.3	s for 2d isomer added to ground state
Xe	346	54	Xe	134	Xe-134	10.4	Xe-135m+	15.6	m	m+	99	act	n	0.003		0.1	0.26	15.6 m				
Xe	347	54	Xe	134	Xe-134	10.4	Xe-135	9.14	h	g		act	n	0.265		0.3	9.14	9.14 h		2650000	7475	s for 15m isomer added to ground state
Xe	348	54	Xe	136	Xe-136	8.87	Xe-137t	3.9	m	t		act	n	0.26		0.74	0.065	3.90 m				
Xe	349	54	Xe	136	Xe-136	8.87	Cs-137s	30.17	y			b	n	0.26		0.74	264289.2	30.17y	0.065	0.11	0.43	burnup not calculated.
Cs	350	55	Cs	133	Cs-133	100	Cs-134m+	2.89	h	m+	100	act	n	2.5		30	2.89	2.89 h				
Cs	351	55	Cs	133	Cs-133	100	Cs-134	2.05	y	g		act	n	29		422	17958	2.05 y		140	54.2	s for 3h isomer added to ground state
Cs	352	55	Cs	133	Cs-133	100	Cs-135	3000000	y			2n	n	29		422	26280000000	3 My	17958	140	54.2	
Cs	353	55	Cs	133	Cs-133	100	I-130	12.36	h			"n,a"	y	0.0000033			12.36	12.36 h		18	178	"IAEA156, fission averaged"
Cs	354	55	Cs	133	Cs-133	100	I-131	8.04	d			2n	n	0.0000033			192.96	8.04 d	12.36	18	178	produced via I-130
Ba	355	56	Ba	130	Ba-130	0.101	Ba-131m+	14.5	m	m+	100	act	n	2.5			0.241666667	14.5 m				
Ba	356	56	Ba	130	Ba-130	0.101	Ba-131s	11.6	d	gs		act	n	11.3		235	278.4	11.6 d				s for 15m isomer added to ground state
Ba	357	56	Ba	132	Ba-132	0.097	Ba-133m+	39	h	m+	99	act	n	0.5		3.3	39	39.0 h				
Ba	358	56	Ba	132	Ba-132	0.097	Ba-133	10.5	y	g		act	n	7			91980	10.5 y				s for 39h isomer added to ground state
Ba	359	56	Ba	132	Ba-132	0.097	Cs-132	6.47	d			"n,p"	y	0.012			155.28	6.5 d				"IAEA156, fission averaged"
Ba	360	56	Ba	134	Ba-134	2.42	Ba-135m	29	h	m	100	act	n	0.158		24	29	29.0 h				
Ba	361	56	Ba	135	Ba-135	6.59	Ba-136m	0.32	s	m	100	act	n	0.0139		0.465	8.88889E-05	0.320 s				
Ba	362	56	Ba	136	Ba-136	7.81	Ba-137m	2.6	m	m	100	act	n	0.01		0.75	0.043333333	2.60 m				
Ba	363	56	Ba	136	Ba-136	7.81	Cs-136	13.1	d			"n,p"	y	0.0000035			314.4	13.1 d		1.3	44	"IAEA156, fission averaged"
Ba	364	56	Ba	136	Ba-136	7.81	Cs-137	30.17	y			2n	n	0.0000035			264289.2	30.2 y	314.4	1.3	44	produced via Cs-136
Ba	365	56	Ba	137	Ba-137	11.23	Ba-137m	2.552	m			"n,n'"	y	0.225			0.042533333	2.6 m				"IAEA156, fission averaged"
Ba	366	56	Ba	138	Ba-138	71.66	Ba-137m	2.552	m			"n,2n"	y	0.0024			0.042533333	2.6 m				"IAEA156, fission averaged"
Ba	367	56	Ba	138	Ba-138	71.66	Ba-139	83.3	m			act	n	0.36		0.32	1.388333333	83.3 m		6.2		
Ba	368	56	Ba	138	Ba-138	71.66	Ba-140	12.76	d			2n	n	0.36		0.32	306.24	12.8 d	1.388333333	6.2		
Ba	369	56	Ba	138	Ba-138	71.66	Xe-135	9.14	h			"n,a"	y	0.0000019			9.14	9.1 h		2650000	7475	"IAEA156, fission averaged"
La	370	57	La	139	La-139	99.911	La-140	40.22	h			act	n	8.93		12.2	40.22	40.2 h		2.7	69	
La	371	57	La	139	La-139	99.911	La-141*	3.93	h			2n	n	8.93		12.2	3.93	3.9 h	40.22	2.7	69	
Ce	372	58	Ce	136	Ce-136	0.193	Ce-137m*	34.4	h	m*	99.2	act	n	0.95			34.4	34.4 h				
Ce	373	58	Ce	136	Ce-136	0.193	Ce-137t	9	h	t		act	n	6.3		58	9	9.00 h				m+g resonance s used for Ce-137 resonance
Ce	374	58	Ce	136	Ce-136	0.193	La-137	60000	y			b	n	7.25		58	525600000	60000y	9			
Ce	375	58	Ce	138	Ce-138	0.25	Ce-139m+	55	s	m+	100	act	n	0.015			0.015277778	55.0 s				
Ce	376	58	Ce	138	Ce-138	0.25	Ce-139	137.2	d	g		act	n	1.115			3292.8	137 d		500		s for 55s isomer added to ground state
Ce	377	58	Ce	140	Ce-140	88.48	Ce-141	32.5	d			act	n	0.57		0.48	780	32.5 d		29	23.7	
Ce	378	58	Ce	140	Ce-140	88.48	La-140	40.22	h			"n,p"	y	0.0043			40.22	40.22 h		2.7	69	"IAEA156, fission averaged"
Ce	379	58	Ce	140	Ce-140	88.48	La-141*	3.93	h			2n	n	0.0043			3.93	3.93 h	40.22	2.7	69	produced via La-140
Ce	380	58	Ce	142	Ce-142	11.07	Ce-143t	33	h	t		act	n	0.95		1.14	33	33.0 h		6	40	
Ce	381	58	Ce	142	Ce-142	11.07	Pr-143	13.58	d			b	n	0.95		1.14	325.92	13.58d	33	90	185	
Ce	382	58	Ce	142	Ce-142	11.07	Ce-144s	284.4	d			2n	n	0.95		1.14	6825.6	284.4 d	33	6	40	
Pr	383	59	Pr	141	Pr-141	100	Pr-142m+	14.6	m	m+		act	n	3.9			0.243333333	14.6 m				
Pr	384	59	Pr	141	Pr-141	100	Pr-142	19.2	h	g		act	n	11.5		17.8	19.2	19.2 h		20	144	s for 15m isomer added to ground state
